Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,BBL,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Open Data Channel Type,Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location
41737656,01/25/2019 03:17:21 PM,02/19/2019 08:29:35 AM,HPD,Department of Housing Preservation and Development,SAFETY,CARBON MONOXIDE DETECTOR,RESIDENTIAL BUILDING,10029,312 EAST 106 STREET,EAST 106 STREET,,,,,ADDRESS,NEW YORK,,N/A,Closed,,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",02/19/2019 08:29:35 AM,11 MANHATTAN,1016770044,MANHATTAN,1000398,227209,PHONE,Unspecified,MANHATTAN,,,,,,,,40.7902975,-73.941684,"(40.7902975, -73.941684)"
41737657,02/15/2019 11:46:36 AM,02/19/2019 10:52:00 AM,HPD,Department of Housing Preservation and Development,PLUMBING,RADIATOR,RESIDENTIAL BUILDING,10065,200 EAST 61 STREET,EAST 61 STREET,,,,,ADDRESS,NEW YORK,,N/A,Closed,,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,02/19/2019 10:52:00 AM,08 MANHATTAN,1014157501,MANHATTAN,993852,217135,PHONE,Unspecified,MANHATTAN,,,,,,,,40.7626566,-73.9653383,"(40.7626566, -73.9653383)"
41737658,01/30/2019 09:36:32 PM,02/19/2019 08:30:24 AM,HPD,Department of Housing Preservation and Development,ELECTRIC,OUTLET/SWITCH,RESIDENTIAL BUILDING,11235,201 BRIGHTON1 ROAD,BRIGHTON 1 ROAD,,,,,ADDRESS,BROOKLYN,,N/A,Closed,,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",02/19/2019 08:30:24 AM,13 BROOKLYN,3086840062,BROOKLYN,993522,148919,PHONE,Unspecified,BROOKLYN,,,,,,,,40.5754194,-73.9666233,"(40.5754194, -73.9666233)"
41737659,01/31/2019 02:20:30 PM,02/19/2019 01:52:42 PM,HPD,Department of Housing Preservation and Development,SAFETY,CARBON MONOXIDE DETECTOR,RESIDENTIAL BUILDING,11208,211 ESSEX STREET,ESSEX STREET,,,,,ADDRESS,BROOKLYN,,N/A,Closed,,The Department of Housing Preservation and Development inspected the following conditions. Violations were previously issued for these conditions. Information about specific violations is available at www.nyc.gov/hpd.,02/19/2019 01:52:42 PM,05 BROOKLYN,3039570002,BROOKLYN,1016830,186735,PHONE,Unspecified,BROOKLYN,,,,,,,,40.6791612,-73.8825385,"(40.6791612, -73.8825385)"
41737661,01/09/2019 02:25:52 PM,02/19/2019 08:30:54 AM,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,11691,20-08 SEAGIRT BOULEVARD,SEAGIRT BOULEVARD,,,,,ADDRESS,Far Rockaway,,N/A,Closed,,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",02/19/2019 08:30:54 AM,14 QUEENS,4157800100,QUEENS,1052400,156208,PHONE,Unspecified,QUEENS,,,,,,,,40.5951691,-73.7546058,"(40.5951691, -73.7546058)"
41737662,01/28/2019 11:06:40 AM,02/19/2019 08:19:50 AM,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,10304,225 PARK HILL AVENUE,PARK HILL AVENUE,,,,,ADDRESS,STATEN ISLAND,,N/A,Closed,,The Department of Housing Preservation and Development inspected the following conditions. Violations were previously issued for these conditions. Information about specific violations is available at www.nyc.gov/hpd.,02/19/2019 08:19:50 AM,01 STATEN ISLAND,5029220150,STATEN ISLAND,961334,162928,PHONE,Unspecified,STATEN ISLAND,,,,,,,,40.6138465,-74.0825388,"(40.6138465, -74.0825388)"
41737664,02/19/2019 10:39:19 PM,,DOHMH,Department of Health and Mental Hygiene,Food Establishment,Bare Hands in Contact w/ Food,Restaurant/Bar/Deli/Bakery,11414,156-71 CROSS BAY BOULEVARD,CROSS BAY BOULEVARD,156 AVENUE,157 AVENUE,156 AVENUE,157 AVENUE,ADDRESS,HOWARD BEACH,,,In Progress,03/28/2019 10:39:19 PM,The Department of Health and Mental Hygiene has received and processed your complaint. All restaurants and mobile food vendors are inspected annually. Restaurant inspection results can be found on WWW.NYC.GOV or a copy of the inspection can be requested from 311.,02/20/2019 02:48:37 PM,10 QUEENS,4141480033,QUEENS,1028407,180905,ONLINE,Unspecified,QUEENS,,,,,,,,40.663109,-73.8408379,"(40.663109, -73.8408379)"
41737666,01/07/2019 05:09:03 PM,02/19/2019 10:51:58 AM,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,RESIDENTIAL BUILDING,10075,242 EAST 79 STREET,EAST 79 STREET,,,,,ADDRESS,NEW YORK,,N/A,Closed,,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,02/19/2019 10:51:58 AM,08 MANHATTAN,1014330029,MANHATTAN,996356,221214,PHONE,Unspecified,MANHATTAN,,,,,,,,40.7738493,-73.9562919,"(40.7738493, -73.9562919)"
41737667,01/16/2019 10:52:33 AM,02/19/2019 08:29:30 AM,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10031,668 RIVERSIDE DRIVE,RIVERSIDE DRIVE,,,,,ADDRESS,NEW YORK,,N/A,Closed,,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",02/19/2019 08:29:30 AM,09 MANHATTAN,1020907502,MANHATTAN,997379,240353,PHONE,Unspecified,MANHATTAN,,,,,,,,40.8263792,-73.952561,"(40.8263792, -73.952561)"
41737668,02/19/2019 12:56:00 AM,02/19/2019 08:23:00 AM,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,11221,338 EVERGREEN AVENUE,EVERGREEN AVENUE,HIMROD ST,HARMAN ST,,,ADDRESS,BROOKLYN,,N/A,Closed,,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,02/19/2019 08:23:00 AM,04 BROOKLYN,3032740001,BROOKLYN,1005078,192414,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.6947842,-73.9248907,"(40.6947842, -73.9248907)"
41737669,02/19/2019 03:16:45 PM,08/13/2019 12:00:00 AM,DOB,Department of Buildings,Building/Use,No Certificate Of Occupancy/Illegal/Contrary To CO,,11206,183 TROUTMAN STREET,TROUTMAN STREET,,,,,ADDRESS,BROOKLYN,,,Closed,,"The Department of Buildings attempted to investigate this complaint twice but could not gain access to the location. If the problem still exists, please call 311 and file a new complaint with additional access information. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",08/13/2019 12:00:00 AM,04 BROOKLYN,3031730045,BROOKLYN,1004159,194735,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.7011569,-73.9281979,"(40.7011569, -73.9281979)"
41737671,01/30/2019 03:59:49 PM,02/19/2019 04:55:01 PM,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,10457,2110 ARTHUR AVENUE,ARTHUR AVENUE,,,,,ADDRESS,BRONX,,N/A,Closed,,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,02/19/2019 04:55:01 PM,06 BRONX,2030700005,BRONX,1014325,248926,PHONE,Unspecified,BRONX,,,,,,,,40.8498681,-73.8912916,"(40.8498681, -73.8912916)"
41737672,02/19/2019 01:30:13 PM,,DPR,Department of Parks and Recreation,Root/Sewer/Sidewalk Condition,Affecting Sewer or Foundation,Street,11203,918 EAST 49 STREET,EAST 49 STREET,FOSTER AVENUE,FARRAGUT ROAD,FOSTER AVENUE,FARRAGUT ROAD,ADDRESS,BROOKLYN,,,In Progress,03/21/2019 01:30:13 PM,The Department of Parks and Recreation usually requires 30 days to inspect the issue and assist if possible. Please note your Service Request number for future reference.,,17 BROOKLYN,3047830017,BROOKLYN,1003670,172034,PHONE,Unspecified,BROOKLYN,,,,,,,,40.6388489,-73.9300269,"(40.6388489, -73.9300269)"
41737676,02/19/2019 01:09:00 PM,02/15/2019 01:09:00 PM,DOT,Department of Transportation,Street Light Condition,Fixture/Luminaire Out Of Position,,,,,,,ROCKAWAY FREEWAY,BEACH CHANNEL DR,INTERSECTION,,,N/A,Pending,,Service Request status for this request is available on the Department of Transportation?s website. Please click the ?Learn More? link below.,02/15/2019 01:09:00 PM,Unspecified QUEENS,,QUEENS,,,UNKNOWN,Unspecified,QUEENS,,,,,,,,,,
41737677,02/19/2019 10:41:41 PM,02/20/2019 09:41:17 PM,NYPD,New York City Police Department,Derelict Vehicle,With License Plate,Street/Sidewalk,11423,183-14 JAMAICA AVENUE,JAMAICA AVENUE,183 STREET,184 STREET,,,ADDRESS,HOLLIS,,Precinct,Closed,02/20/2019 06:41:41 AM,The Police Department reviewed your complaint and provided additional information below.,02/20/2019 09:41:17 PM,12 QUEENS,4103520054,QUEENS,1046074,197637,ONLINE,Unspecified,QUEENS,,,,,,,,40.7089286,-73.7770046,"(40.7089286, -73.7770046)"
41737678,01/31/2019 12:25:41 PM,02/19/2019 08:30:27 AM,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,11203,716 FENIMORE STREET,FENIMORE STREET,,,,,ADDRESS,BROOKLYN,,N/A,Closed,,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",02/19/2019 08:30:27 AM,09 BROOKLYN,3048180021,BROOKLYN,1001285,179527,PHONE,Unspecified,BROOKLYN,,,,,,,,40.6594204,-73.9386015,"(40.6594204, -73.9386015)"
41737679,12/27/2018 04:39:28 PM,02/19/2019 08:43:42 AM,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,10459,1255 LONGFELLOW AVENUE,LONGFELLOW AVENUE,,,,,ADDRESS,BRONX,,N/A,Closed,,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd.,02/19/2019 08:43:42 AM,03 BRONX,2029930046,BRONX,1015227,241388,PHONE,Unspecified,BRONX,,,,,,,,40.8291754,-73.888066,"(40.8291754, -73.888066)"
41737681,02/19/2019 10:48:19 AM,02/21/2019 05:50:54 PM,NYPD,New York City Police Department,Derelict Vehicle,With License Plate,Street/Sidewalk,10314,,,,,WESTWOOD AVENUE,LIVINGSON AVENUE,INTERSECTION,STATEN ISLAND,,Precinct,Closed,02/19/2019 06:48:19 PM,The Police Department reviewed your complaint and provided additional information below.,02/21/2019 05:50:54 PM,02 STATEN ISLAND,,STATEN ISLAND,948400,160016,PHONE,Unspecified,STATEN ISLAND,,,,,,,,40.6058107,-74.1291089,"(40.6058107, -74.1291089)"
41737682,02/19/2019 01:25:49 PM,02/19/2019 01:33:13 PM,NYPD,New York City Police Department,Derelict Vehicle,With License Plate,Street/Sidewalk,11223,1117 AVENUE V,AVENUE V,CONEY ISLAND AVENUE,EAST 12 STREET,,,ADDRESS,BROOKLYN,,Precinct,Closed,02/19/2019 09:25:49 PM,This complaint does not fall under the Police Department's jurisdiction.,02/19/2019 01:33:13 PM,15 BROOKLYN,3073430043,BROOKLYN,995164,156492,PHONE,Unspecified,BROOKLYN,,,,,,,,40.5962039,-73.9607004,"(40.5962039, -73.9607004)"
41737683,02/19/2019 10:58:35 AM,02/19/2019 03:17:22 PM,NYPD,New York City Police Department,Derelict Vehicle,With License Plate,Street/Sidewalk,11428,91-02 212 STREET,212 STREET,91 AVENUE,92 AVENUE,,,ADDRESS,QUEENS VILLAGE,,Precinct,Closed,02/19/2019 06:58:35 PM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,02/19/2019 03:17:22 PM,13 QUEENS,4105670031,QUEENS,1053799,201880,PHONE,Unspecified,QUEENS,,,,,,,,40.7205173,-73.7490973,"(40.7205173, -73.7490973)"
41737684,02/19/2019 07:21:53 AM,02/19/2019 07:42:42 AM,NYPD,New York City Police Department,Noise - Commercial,Banging/Pounding,Club/Bar/Restaurant,10023,2049 BROADWAY,BROADWAY,WEST 70 STREET,WEST 71 STREET,,,ADDRESS,NEW YORK,,Precinct,Closed,02/19/2019 03:21:53 PM,The Police Department responded to the complaint and determined that police action was not necessary.,02/19/2019 07:42:42 AM,07 MANHATTAN,1011620029,MANHATTAN,989139,222610,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.7776879,-73.9823475,"(40.7776879, -73.9823475)"
41737685,02/19/2019 09:22:28 AM,02/19/2019 03:53:21 PM,NYPD,New York City Police Department,Noise - Commercial,Banging/Pounding,Store/Commercial,10452,1550 INWOOD AVENUE,INWOOD AVENUE,GOBLE PLACE,WEST MT EDEN AVENUE,,,ADDRESS,BRONX,,Precinct,Closed,02/19/2019 05:22:28 PM,The Police Department responded and upon arrival those responsible for the condition were gone.,02/19/2019 03:53:21 PM,04 BRONX,2028590030,BRONX,1007392,246810,MOBILE,Unspecified,BRONX,,,,,,,,40.8440812,-73.9163587,"(40.8440812, -73.9163587)"
41737686,02/19/2019 10:34:10 PM,02/19/2019 11:25:38 PM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11211,277 SOUTH 2 STREET,SOUTH 2 STREET,HAVEMEYER STREET,MARCY AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,02/20/2019 06:34:10 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,02/19/2019 11:25:38 PM,01 BROOKLYN,3024090024,BROOKLYN,996265,198423,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.7112939,-73.9566611,"(40.7112939, -73.9566611)"
41737687,02/19/2019 09:18:48 PM,02/19/2019 10:12:36 PM,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10024,117 WEST 90 STREET,WEST 90 STREET,COLUMBUS AVENUE,AMSTERDAM AVENUE,,,ADDRESS,NEW YORK,,Precinct,Closed,02/20/2019 05:18:48 AM,The Police Department responded to the complaint and took action to fix the condition.,02/19/2019 10:12:36 PM,07 MANHATTAN,1012210007,MANHATTAN,992231,226888,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.7894276,-73.9711782,"(40.7894276, -73.9711782)"
41737688,01/28/2019 02:44:42 PM,02/19/2019 08:30:19 AM,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11233,1607 PROSPECT PLACE,PROSPECT PLACE,,,,,ADDRESS,BROOKLYN,,N/A,Closed,,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",02/19/2019 08:30:19 AM,08 BROOKLYN,3013630068,BROOKLYN,1005519,184427,PHONE,Unspecified,BROOKLYN,,,,,,,,40.6728607,-73.9233256,"(40.6728607, -73.9233256)"
41737689,02/19/2019 09:17:00 AM,02/27/2019 02:45:00 PM,DEP,Department of Environmental Protection,Noise,Noise: Construction Equipment (NC1),,11221,638 MONROE STREET,MONROE STREET,STUYVESANT AVE,MALCOLM X BLVD,,,ADDRESS,BROOKLYN,,N/A,Closed,,"The Department of Environmental Protection did not observe a violation of the New York City Air/Noise Code at the time of inspection and could not issue a notice of violation. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",02/27/2019 02:45:00 PM,03 BROOKLYN,3016410026,BROOKLYN,1003230,189813,PHONE,Unspecified,BROOKLYN,,,,,,,,40.6876492,-73.9315622,"(40.6876492, -73.9315622)"
41737690,01/30/2019 02:47:07 PM,02/19/2019 08:30:57 AM,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10301,53 CASSIDY PLACE,CASSIDY PLACE,,,,,ADDRESS,STATEN ISLAND,,N/A,Closed,,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",02/19/2019 08:30:57 AM,01 STATEN ISLAND,5000660025,STATEN ISLAND,958188,173286,ONLINE,Unspecified,STATEN ISLAND,,,,,,,,40.6422683,-74.09391,"(40.6422683, -74.09391)"
41737691,01/21/2019 05:45:50 PM,02/19/2019 08:29:32 AM,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10030,215 WEST 140 STREET,WEST 140 STREET,,,,,ADDRESS,NEW YORK,,N/A,Closed,,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",02/19/2019 08:29:32 AM,10 MANHATTAN,1020260020,MANHATTAN,1000261,237594,PHONE,Unspecified,MANHATTAN,,,,,,,,40.8188018,-73.942154,"(40.8188018, -73.942154)"
41737692,02/19/2019 05:19:08 PM,02/19/2019 05:19:08 PM,DOT,Department of Transportation,Street Condition,Pothole,,11229,41 ABBEY COURT,ABBEY COURT,LOIS AVENUE,SEBA AVENUE,,,ADDRESS,BROOKLYN,,N/A,Closed,,The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,02/19/2019 05:19:08 PM,15 BROOKLYN,3089000928,BROOKLYN,1006315,153544,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.5880915,-73.920557,"(40.5880915, -73.920557)"
41737693,01/31/2019 12:08:02 PM,02/19/2019 08:30:57 AM,HPD,Department of Housing Preservation and Development,APPLIANCE,ELECTRIC/GAS RANGE,RESIDENTIAL BUILDING,10312,5295 AMBOY ROAD,AMBOY ROAD,,,,,ADDRESS,STATEN ISLAND,,N/A,Closed,,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",02/19/2019 08:30:57 AM,03 STATEN ISLAND,,STATEN ISLAND,932381,133883,ONLINE,Unspecified,STATEN ISLAND,,,,,,,,40.5340016,-74.1865986,"(40.5340016, -74.1865986)"
41737694,01/30/2019 02:22:47 PM,02/19/2019 02:05:06 AM,HPD,Department of Housing Preservation and Development,PLUMBING,TOILET,RESIDENTIAL BUILDING,10025,205 WEST 107 STREET,WEST 107 STREET,,,,,ADDRESS,NEW YORK,,N/A,Closed,,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,02/19/2019 02:05:06 AM,07 MANHATTAN,1018790026,MANHATTAN,993768,231211,PHONE,Unspecified,MANHATTAN,,,,,,,,40.8012916,-73.9656216,"(40.8012916, -73.9656216)"
41737695,02/19/2019 06:00:51 PM,02/19/2019 07:09:33 PM,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10467,3525 DECATUR AVENUE,DECATUR AVENUE,EAST GUN HILL ROAD,EAST 211 STREET,,,ADDRESS,BRONX,,Precinct,Closed,02/20/2019 02:00:51 AM,Your request can not be processed at this time because of insufficient contact information. Please create a new Service Request on NYC.gov and provide more detailed contact information.,02/19/2019 07:09:33 PM,07 BRONX,2033560146,BRONX,1019549,259630,ONLINE,Unspecified,BRONX,,,,,,,,40.879228,-73.8723526,"(40.879228, -73.8723526)"
41737698,02/19/2019 10:00:38 AM,,DOHMH,Department of Health and Mental Hygiene,Non-Residential Heat,Inadequate or No Heat,Building (Non-Residential),11101,30-30 NORTHERN BOULEVARD,NORTHERN BOULEVARD,40 ROAD,31 STREET,40 ROAD,31 STREET,ADDRESS,LONG ISLAND CITY,,,In Progress,03/28/2019 10:00:38 AM,The Department of Health and Mental Hygiene has received and processed your complaint. The facility will receive an inspection from the Bureau of Food Safety and Community Sanitation. Inspection results are not published.,02/19/2019 05:17:08 PM,01 QUEENS,4002390060,QUEENS,1002425,212966,ONLINE,Unspecified,QUEENS,,,,,,,,40.7512003,-73.9344023,"(40.7512003, -73.9344023)"
